"","id","class","new_classes","representative","Number_of_CDS","Number_of_exons","intron_in_UTR","overlaps"
"8140","maker_00173870_RA",4,"4","YES",5,5,"no","no"
"4348","maker_00176030_RA",6,"6","YES",2,2,"no","no"
"338","maker_00166834_RA",6,"6","YES",2,2,"no","no"
"9611","maker_00176472_RA",5,"5F","YES",1,1,"no","no"
"353","maker_00166874_RA",4,"4","YES",3,3,"no","no"
"822","maker_00168077_RA",6,"6","YES",7,7,"no","no"
"4321","maker_00175961_RA",6,"6","YES",2,2,"no","no"
"150","maker_00166356_RG",1,"1","NO",10,10,"no","no"
"8579","mikado.Super_Scaffold_1000004G5063.1",5,"5F","YES",1,1,"no","no"
"5776","maker_00168702_RA",6,"6","YES",1,1,"no","no"
"5770","maker_00168682_RA",4,"4","YES",2,2,"no","no"
"8185","mikado.Super_Scaffold_1000004G4282.1",5,"5C","YES",2,3,"yes","no"
"387","maker_00166949_RA",6,"6","YES",2,2,"no","no"
"5973","maker_00169218_RA",6,"6","YES",4,4,"no","no"
"9193","maker_00175726_RC",3,"3","NO",5,6,"yes","no"
"174","maker_00166465_RA",6,"6","YES",2,2,"no","yes"
"1743","mikado.Super_Scaffold_1000004G1716.8",5,"5C","YES",2,3,"yes","no"
"2186","maker_00171515_RA",6,"6","YES",2,2,"no","no"
"8327","maker_00174265_RA",6,"6","YES",6,6,"no","no"
"8492","maker_00174471_RA",6,"6","YES",2,2,"no","no"
"1584","maker_00170027_RA",3,"3","YES",3,3,"no","no"
"9653","maker_00176562_RA",1,"1","YES",14,15,"yes","no"
"8997","maker_00175419_RA",5,"5F","YES",1,1,"no","no"
"1264","maker_00169267_RA",6,"6","YES",7,7,"no","no"
"3349","maker_00174038_RC",1,"1","NO",3,4,"yes","no"
"4657","maker_00176631_RA",5,"5C","YES",3,3,"no","no"
"5896","maker_00169033_RA",4,"4","YES",7,7,"no","no"
"4111","maker_00175489_RA",6,"6","YES",5,5,"no","no"
"2641","maker_00172748_RA",3,"3","NO",3,3,"no","no"
"4968","mikado.Super_Scaffold_1000004G334.1",5,"5F","YES",1,1,"no","no"
"4809","maker_00166005_RA",6,"6","YES",3,3,"no","no"
"577","maker_00167486_RA",6,"6","YES",5,5,"no","no"
"6312","maker_00170061_RA",6,"6","YES",5,5,"no","no"
"6281","maker_00169998_RG",3,"3","NO",7,7,"no","no"
"9700","maker_00176624_RF",3,"3","NO",7,7,"no","no"
"6345","mikado.Super_Scaffold_1000004G1466.1",6,"6","YES",1,1,"no","no"
"3894","mikado.Super_Scaffold_1000004G5452.4",3,"3","NO",7,7,"no","no"
"2256","maker_00171695_RA",6,"6","YES",3,3,"no","no"
"4530","maker_00176393_RA",6,"6","YES",6,6,"no","no"
"3125","maker_00173648_RA",6,"6","YES",2,2,"no","no"
"513","maker_00167322_RA",4,"4","YES",3,3,"no","no"
"2992","maker_00173442_RA",4,"4","NO",4,4,"no","no"
"2315","maker_00171883_RC",3,"3","NO",2,2,"no","no"
"1755","maker_00170478_RB",3,"3","NO",1,2,"yes","no"
"3857","maker_00174947_RH",1,"1","NO",5,7,"yes","no"
"5623","maker_00168390_RA",6,"6","YES",2,2,"no","no"
"5927","maker_00169133_RA",6,"6","YES",8,8,"no","no"
"3144","maker_00173688_RE",3,"3","NO",8,8,"no","no"
"2904","maker_00173276_RA",6,"6","YES",2,2,"no","no"
"807","maker_00168040_RA",6,"6","YES",1,1,"no","no"
"7911","mikado.Super_Scaffold_1000004G3801.1",5,"5F","YES",1,1,"no","no"
"8793","maker_00175041_RB",1,"1","NO",11,12,"yes","no"
"2274","maker_00171771_RA",6,"6","YES",2,2,"no","no"
"1554","maker_00169930_RI",3,"3","NO",7,7,"no","no"
"4168","maker_00175621_RA",6,"6","YES",2,2,"no","no"
"560","maker_00167429_RA",6,"6","YES",2,2,"no","no"
"7212","maker_00172081_RA",5,"5C","YES",4,4,"no","no"
"3011","maker_00173467_RE",3,"3","NO",14,18,"yes","no"
"96","maker_00166214_RA",6,"6","YES",3,3,"no","no"
"9692","maker_00176612_RA",4,"4","YES",1,1,"no","no"
"3447","maker_00174283_RA",5,"5C","NO",1,3,"yes","no"
"2766","maker_00172999_RA",6,"6","YES",1,1,"no","no"
"2155","maker_00171419_RA",6,"6","YES",3,3,"no","no"
"6215","maker_00169825_RA",6,"6","YES",5,5,"no","no"
"7968","maker_00173572_RE",1,"1","NO",11,14,"yes","no"
"996","maker_00168545_RA",6,"6","YES",2,2,"no","no"
"6511","maker_00170552_RA",6,"6","YES",3,3,"no","no"
"7791","maker_00173177_RA",6,"6","YES",1,1,"no","no"
"7074","maker_00171823_RA",6,"6","YES",1,1,"no","no"
"5044","maker_00166653_RA",4,"4","YES",1,1,"no","no"
"1861","maker_00170747_RA",6,"6","YES",5,5,"no","no"
"1989","maker_00171033_RA",6,"6","YES",2,2,"no","no"
"6451","maker_00170378_RA",6,"6","YES",6,6,"no","no"
"3343","maker_00174031_RA",3,"3","NO",16,17,"yes","no"
"2032","maker_00171148_RA",6,"6","YES",3,3,"no","no"
"7878","maker_00173390_RA",6,"6","YES",2,2,"no","yes"
"36","maker_00166060_RA",4,"4","YES",1,1,"no","no"
"9831","mikado.Super_Scaffold_1000004G7092.1",6,"6","YES",1,1,"no","no"
"8704","maker_00174846_RI",2,"2C","NO",13,13,"no","no"
"7362","maker_00172349_RA",6,"6","YES",6,6,"no","no"
"7627","maker_00172793_RA",6,"6","YES",1,1,"no","no"
"9739","maker_00176683_RC",1,"1","YES",7,7,"no","no"
"7804","maker_00173185_RH",1,"1","NO",10,10,"no","no"
"329","maker_00166819_RA",4,"4","YES",1,1,"no","no"
"5795","maker_00168761_RA",6,"6","YES",1,1,"no","no"
"3265","maker_00173891_RF",3,"3","NO",10,10,"no","no"
"9441","mikado.Super_Scaffold_1000004G6319.1",5,"5F","YES",1,1,"no","no"
"4761","maker_00176850_RA",6,"6","YES",3,3,"no","no"
"9235","mikado.Super_Scaffold_1000004G6053.1",6,"6","YES",1,1,"no","no"
"5171","maker_00167108_RA",4,"4","YES",2,2,"no","no"
"2280","maker_00171787_RA",6,"6","YES",3,3,"no","no"
"1238","maker_00169201_RA",6,"6","YES",3,3,"no","no"
"2135","maker_00171399_RA",6,"6","YES",2,2,"no","no"
"9287","maker_00175880_RA",4,"4","YES",2,3,"yes","no"
"6572","maker_00170682_RC",3,"3","NO",7,7,"no","no"
"3683","maker_00174692_RB",3,"3","NO",12,12,"no","no"
"4028","maker_00175298_RA",6,"6","YES",4,4,"no","no"
"1661","maker_00170240_RH",1,"1","YES",3,3,"no","no"
"7076","maker_00171826_RA",6,"6","YES",2,2,"no","no"
"6800","maker_00171121_RA",6,"6","YES",4,4,"no","no"
"9783","maker_00176766_RA",6,"6","YES",2,2,"no","no"
"954","maker_00168398_RA",6,"6","YES",5,5,"no","no"
"1341","maker_00169481_RA",6,"6","YES",4,4,"no","no"
"4297","maker_00175897_RF",3,"3","NO",5,6,"yes","no"
"3659","maker_00174657_RA",4,"4","YES",3,3,"no","no"
"1544","maker_00169915_RJ",3,"3","YES",3,3,"no","no"
"3444","maker_00174278_RD",1,"1","NO",11,11,"no","no"
"3777","maker_00174831_RA",6,"6","YES",6,6,"no","no"
"3342","maker_00174027_RA",3,"3","YES",15,17,"yes","no"
"9391","maker_00176039_RG",1,"1","NO",3,5,"yes","no"
"4710","maker_00176717_RE",1,"1","NO",2,3,"yes","yes"
"502","maker_00167298_RA",6,"6","YES",4,4,"no","no"
"6072","maker_00169411_RB",3,"3","NO",6,8,"yes","no"
"2114","maker_00171336_RA",5,"5C","YES",3,3,"no","no"
"7479","mikado.Super_Scaffold_1000004G3089.3",3,"3","NO",1,3,"yes","no"
"6944","maker_00171507_RA",6,"6","YES",3,3,"no","no"
"1803","maker_00170555_RA",6,"6","YES",3,3,"no","no"
"3953","maker_00175073_RI",3,"3","NO",12,12,"no","no"
"2008","maker_00171092_RA",3,"3","NO",4,5,"yes","no"
"3456","maker_00174300_RB",1,"1","NO",8,9,"yes","no"
"3543","maker_00174412_RA",4,"4","NO",3,5,"yes","no"
"1753","maker_00170474_RA",6,"6","YES",3,3,"no","no"
"5589","maker_00168322_RA",6,"6","YES",3,3,"no","no"
"2846","maker_00173175_RA",6,"6","YES",1,1,"no","no"
"5498","maker_00168012_RA",6,"6","YES",1,1,"no","no"
"6286","maker_00170004_RA",6,"6","YES",4,4,"no","no"
"9866","maker_00234886_RA",6,"6","YES",6,6,"no","no"
"5664","maker_00168461_RA",6,"6","YES",4,4,"no","no"
"5199","maker_00167171_RA",6,"6","YES",4,4,"no","no"
"9981","maker_00235193_RE",3,"3","NO",8,9,"yes","no"
"6467","maker_00170416_RA",6,"6","YES",4,4,"no","no"
"4673","maker_00176652_RA",5,"5F","YES",1,1,"no","no"
"5066","mikado.Super_Scaffold_1000004G522.1",6,"6","YES",1,1,"no","no"
"1650","maker_00170212_RA",6,"6","YES",3,3,"no","no"
"2933","maker_00173337_RA",6,"6","YES",1,1,"no","no"
"8860","maker_00175151_RE",3,"3","NO",1,3,"yes","no"
"7757","mikado.Super_Scaffold_1000004G3439.1",5,"5F","YES",1,1,"no","no"
"2643","maker_00172754_RA",6,"6","YES",2,2,"no","no"
"5135","maker_00167021_RA",6,"6","YES",13,13,"no","no"
"7414","maker_00172462_RA",5,"5F","YES",1,1,"no","no"
"4044","maker_00175362_RA",3,"3","NO",2,5,"yes","no"
"4152","maker_00175580_RA",6,"6","YES",2,2,"no","no"
"146","maker_00166356_RC",1,"1","NO",10,11,"yes","no"
"69","maker_00166137_RA",6,"6","YES",5,5,"no","no"
"9335","maker_00175946_RA",6,"6","YES",4,4,"no","no"
"8","maker_00165990_RA",6,"6","YES",2,2,"no","no"
"9112","maker_00175595_RC",3,"3","NO",5,6,"yes","no"
"1656","maker_00170240_RC",1,"1","NO",4,5,"yes","no"
"3323","maker_00173978_RA",4,"4","YES",2,2,"no","no"
"3497","maker_00174354_RH",3,"3","NO",1,2,"yes","no"
"831","maker_00168100_RA",6,"6","YES",2,2,"no","no"
"1935","maker_00170928_RA",6,"6","YES",3,3,"no","no"
"5752","maker_00168637_RA",6,"6","YES",2,2,"no","no"
"8672","maker_00174798_RA",3,"3","YES",1,1,"no","no"
"6703","maker_00170908_RA",4,"4","YES",3,3,"no","no"
"9385","maker_00176039_RA",1,"1","NO",3,5,"yes","no"
"1288","maker_00169327_RA",6,"6","YES",9,9,"no","no"
"4354","maker_00176038_RA",6,"6","YES",3,3,"no","no"
"7933","maker_00173524_RA",6,"6","YES",1,1,"no","no"
"9280","mikado.Super_Scaffold_1000004G6098.1",6,"6","YES",1,1,"no","no"
"6173","maker_00169710_RA",6,"6","YES",5,5,"no","no"
"6719","maker_00170954_RA",6,"6","YES",1,1,"no","no"
"6264","maker_00169964_RC",1,"1","NO",5,5,"no","no"
"7067","maker_00171798_RA",6,"6","YES",1,1,"no","no"
"4346","maker_00176025_RA",6,"6","YES",2,2,"no","no"
"1453","maker_00169698_RA",6,"6","YES",2,2,"no","no"
"5027","maker_00166577_RA",6,"6","YES",1,1,"no","no"
"251","maker_00166626_RA",4,"4","YES",1,1,"no","no"
"4008","maker_00175224_RA",4,"4","YES",4,4,"no","no"
"6977","maker_00171572_RB",3,"3","NO",8,9,"yes","no"
"3120","maker_00173642_RE",3,"3","NO",11,12,"yes","no"
"7454","maker_00172492_RD",3,"3","NO",8,10,"yes","no"
"6255","maker_00169940_RA",6,"6","YES",3,3,"no","no"
"3677","maker_00174684_RE",3,"3","NO",15,18,"yes","no"
"6091","maker_00169446_RA",6,"6","YES",2,2,"no","no"
"7934","mikado.Super_Scaffold_1000004G3825.1",6,"6","YES",1,1,"no","no"
"9564","mikado.Super_Scaffold_1000004G6524.1",6,"6","YES",1,1,"no","no"
"7951","maker_00173543_RA",6,"6","YES",1,1,"no","no"
"5911","mikado.Super_Scaffold_1000004G1028.1",6,"6","YES",1,1,"no","no"
"9127","maker_00175612_RA",6,"6","YES",1,1,"no","no"
"2072","maker_00171246_RA",5,"5A","YES",3,3,"no","yes"
"5958","maker_00169210_RA",6,"6","YES",1,1,"no","no"
"2073","maker_00171252_RA",3,"3","NO",2,4,"yes","no"
"9431","maker_00176149_RA",6,"6","YES",4,4,"no","no"
"3057","maker_00173535_RA",6,"6","YES",2,2,"no","no"
"59","maker_00166112_RA",6,"6","YES",1,1,"no","no"
"3111","maker_00173634_RA",5,"5C","YES",2,2,"no","no"
"6779","maker_00171084_RA",6,"6","YES",3,3,"no","no"
"9262","maker_00175848_RE",3,"3","NO",11,12,"yes","no"
"6446","maker_00170355_RA",6,"6","YES",1,1,"no","no"
"7947","mikado.Super_Scaffold_1000004G3838.5",3,"3","NO",1,2,"yes","no"
"4315","maker_00175945_RA",6,"6","YES",2,2,"no","no"
"1964","maker_00170982_RF",3,"3","NO",25,25,"no","no"
"2235","maker_00171621_RA",4,"4","YES",2,2,"no","no"
"2248","maker_00171658_RA",6,"6","YES",2,2,"no","no"
"8114","maker_00173814_RF",3,"3","NO",6,7,"yes","no"
"6813","maker_00171158_RA",3,"3","YES",3,3,"no","no"
"4492","maker_00176309_RA",6,"6","YES",2,2,"no","no"
"8186","mikado.Super_Scaffold_1000004G4282.2",5,"5C","NO",1,2,"yes","no"
"4368","maker_00176067_RC",3,"3","NO",6,8,"yes","no"
"4945","mikado.Super_Scaffold_1000004G233.1",6,"6","YES",1,1,"no","no"
"7655","maker_00172875_RA",6,"6","YES",6,6,"no","no"
"7975","maker_00173582_RD",3,"3","NO",2,2,"no","no"
"7672","mikado.Super_Scaffold_1000004G3290.1",5,"5F","YES",1,1,"no","no"
"8175","mikado.Super_Scaffold_1000004G4253.1",6,"6","YES",1,1,"no","no"
"6057","mikado.Super_Scaffold_1000004G1176.1",6,"6","YES",1,1,"no","no"
"4055","maker_00175377_RA",6,"6","YES",1,1,"no","no"
"8255","maker_00174054_RE",4,"4","NO",1,2,"yes","no"
"5204","maker_00167180_RA",6,"6","YES",4,4,"no","no"
"585","maker_00167500_RA",6,"6","YES",2,2,"no","no"
"304","mikado.Super_Scaffold_1000004G554.2",5,"5C","YES",3,5,"yes","no"
"1331","maker_00169449_RA",6,"6","YES",1,1,"no","no"
"9436","maker_00176154_RD",1,"1","NO",13,14,"yes","no"
"4378","maker_00176081_RA",4,"4","YES",1,1,"no","no"
"890","maker_00168218_RA",6,"6","YES",5,5,"no","no"
"4007","maker_00175214_RA",6,"6","YES",3,3,"no","no"
"1058","maker_00168737_RE",3,"3","NO",2,4,"yes","no"
"3394","maker_00174160_RI",3,"3","NO",4,4,"no","no"
"3835","mikado.Super_Scaffold_1000004G5370.1",3,"3","NO",10,11,"yes","no"
"5978","maker_00169232_RA",4,"4","YES",2,2,"no","no"
"3041","maker_00173495_RA",5,"5C","YES",6,6,"no","no"
"9962","maker_00235146_RG",3,"3","NO",6,7,"yes","no"
"2526","maker_00172430_RA",6,"6","YES",1,1,"no","no"
"2597","maker_00172625_RA",6,"6","YES",4,4,"no","no"
"7674","maker_00172917_RA",3,"3","YES",1,1,"no","no"
"1036","maker_00168697_RA",6,"6","YES",2,2,"no","no"
"8842","maker_00175126_RA",3,"3","YES",6,7,"yes","no"
"2887","maker_00173260_RH",3,"3","NO",8,9,"yes","no"
"8483","maker_00174449_RI",3,"3","NO",8,9,"yes","no"
"4232","maker_00175751_RA",3,"3","YES",2,2,"no","no"
"2094","maker_00171286_RA",6,"6","YES",1,1,"no","no"
"8633","mikado.Super_Scaffold_1000004G5139.1",5,"5C","YES",3,4,"yes","no"
"2939","maker_00173354_RC",1,"1","NO",1,2,"yes","yes"
"5874","mikado.Super_Scaffold_1000004G1011.1",6,"6","YES",1,2,"yes","no"
"8372","maker_00174334_RD",3,"3","NO",3,4,"yes","no"
"6495","maker_00170509_RA",6,"6","YES",2,2,"no","no"
"4034","maker_00175319_RA",6,"6","YES",4,4,"no","no"
"6202","maker_00169802_RA",6,"6","YES",3,3,"no","no"
"8540","maker_00174571_RA",3,"3","YES",1,3,"yes","yes"
"5842","maker_00168871_RA",6,"6","YES",2,2,"no","no"
"8953","maker_00175380_RF",1,"1","NO",2,3,"yes","no"
"6567","maker_00170666_RG",1,"1","NO",5,6,"yes","no"
"8268","mikado.Super_Scaffold_1000004G4400.1",5,"5F","YES",1,1,"no","no"
"5713","maker_00168565_RA",6,"6","YES",1,1,"no","no"
"4855","maker_00166139_RA",6,"6","YES",2,2,"no","no"
"9544","maker_00176332_RE",3,"3","NO",9,11,"yes","no"
"8777","maker_00175018_RC",1,"1","NO",8,9,"yes","yes"
"1637","maker_00170170_RA",6,"6","YES",3,3,"no","no"
"9548","maker_00176337_RA",1,"1","YES",2,3,"yes","no"
"1173","maker_00169028_RA",6,"6","YES",1,1,"no","no"
"7285","maker_00172224_RD",1,"1","NO",5,5,"no","no"
"1221","maker_00169163_RA",6,"6","YES",3,3,"no","no"
"3030","maker_00173476_RB",1,"1","NO",2,3,"yes","no"
"4856","maker_00166140_RA",4,"4","YES",2,2,"no","no"
"5923","maker_00169122_RA",6,"6","YES",3,3,"no","no"
"856","maker_00168157_RA",6,"6","YES",1,1,"no","no"
"3803","maker_00174871_RA",6,"6","YES",2,2,"no","no"
"3846","maker_00174932_RA",5,"5A","YES",4,4,"no","yes"
"5258","maker_00167307_RA",4,"4","YES",1,1,"no","no"
"7090","maker_00171862_RA",6,"6","YES",2,2,"no","no"
"5098","mikado.Super_Scaffold_1000004G571.1",6,"6","YES",1,1,"no","no"
"5793","maker_00168757_RA",6,"6","YES",10,10,"no","no"
"2025","maker_00171131_RA",6,"6","YES",4,4,"no","no"
"390","maker_00166952_RA",5,"5C","YES",4,4,"no","no"
"5656","maker_00168444_RA",6,"6","YES",4,4,"no","no"
"5680","mikado.Super_Scaffold_1000004G911.1",6,"6","YES",1,1,"no","no"
"1751","maker_00170472_RA",6,"6","YES",1,1,"no","no"
"6760","maker_00171056_RA",6,"6","YES",2,2,"no","no"
"7803","maker_00173185_RG",1,"1","NO",10,10,"no","no"
"1842","maker_00170694_RA",6,"6","YES",1,1,"no","no"
"7309","maker_00172260_RD",3,"3","NO",7,7,"no","no"
"4430","maker_00176179_RH",2,"2C","NO",8,10,"yes","no"
"7541","maker_00172632_RF",3,"3","NO",9,10,"yes","yes"
"9720","maker_00176650_RA",6,"6","YES",1,1,"no","no"
"3452","maker_00174287_RC",3,"3","NO",1,2,"yes","no"
"8287","maker_00174130_RA",4,"4","YES",2,2,"no","no"
"7991","maker_00173618_RA",6,"6","YES",1,1,"no","no"
"6681","maker_00170867_RA",6,"6","YES",4,4,"no","no"
"4805","maker_00165994_RA",6,"6","YES",2,2,"no","no"
"5818","maker_00168813_RA",4,"4","YES",2,2,"no","no"
"9339","maker_00175957_RA",6,"6","YES",1,1,"no","no"
"580","maker_00167491_RA",6,"6","YES",7,7,"no","no"
"2411","mikado.Super_Scaffold_1000004G2824.1",5,"5C","YES",3,4,"yes","no"
"7798","maker_00173185_RB",1,"1","YES",13,13,"no","no"
"9504","maker_00176266_RA",1,"1","NO",59,61,"yes","no"
"2301","maker_00171865_RA",1,"1","NO",6,6,"no","no"
"7324","maker_00172289_RA",3,"3","YES",8,10,"yes","no"
"3108","maker_00173631_RA",1,"1","YES",12,14,"yes","no"
"6861","maker_00171283_RA",6,"6","YES",2,2,"no","no"
"4181","maker_00175664_RA",6,"6","YES",2,2,"no","no"
"760","maker_00167904_RA",4,"4","YES",4,4,"no","no"
"1896","maker_00170830_RA",6,"6","YES",4,4,"no","no"
"3779","maker_00174838_RA",4,"4","YES",3,3,"no","no"
"2815","maker_00173086_RB",4,"4","YES",2,2,"no","no"
"9901","maker_00234960_RA",6,"6","YES",2,2,"no","no"
"6738","maker_00171009_RA",3,"3","NO",8,10,"yes","no"
"105","maker_00166231_RA",6,"6","YES",1,1,"no","no"
"9487","maker_00176221_RE",5,"5C","NO",3,3,"no","no"
"2698","maker_00172851_RA",6,"6","YES",1,1,"no","no"
"7519","mikado.Super_Scaffold_1000004G3133.1",5,"5C","YES",2,2,"no","no"
"3131","maker_00173661_RA",6,"6","YES",1,1,"no","no"
"6654","maker_00170793_RA",6,"6","YES",3,3,"no","no"
"6290","maker_00170013_RA",6,"6","YES",1,1,"no","no"
"4848","maker_00166121_RA",6,"6","YES",1,1,"no","no"
"128","maker_00166287_RA",4,"4","YES",3,3,"no","no"
"3524","maker_00174382_RD",3,"3","NO",7,8,"yes","no"
"3422","maker_00174267_RG",3,"3","NO",1,3,"yes","no"
"5961","maker_00169213_RC",3,"3","NO",22,22,"no","no"
"9748","maker_00176708_RC",1,"1","NO",21,22,"yes","no"
"2044","maker_00171175_RA",6,"6","YES",2,2,"no","no"
"3710","maker_00174714_RE",3,"3","NO",14,14,"no","no"
"1908","maker_00170859_RA",6,"6","YES",2,2,"no","no"
"7465","maker_00172516_RA",6,"6","YES",4,4,"no","no"
"3791","maker_00174852_RI",1,"1","NO",11,12,"yes","no"
"8289","mikado.Super_Scaffold_1000004G4432.1",6,"6","YES",1,1,"no","no"
"789","maker_00168008_RA",6,"6","YES",3,3,"no","no"
"1612","maker_00170106_RA",6,"6","YES",4,4,"no","no"
"1946","maker_00170952_RF",3,"3","NO",9,12,"yes","no"
"2460","maker_00172293_RA",3,"3","YES",1,1,"no","no"
"9141","maker_00175642_RD",1,"1","NO",13,14,"yes","yes"
"7639","maker_00172847_RC",1,"1","NO",12,13,"yes","no"
"123","maker_00166271_RA",6,"6","YES",5,5,"no","no"
"7547","maker_00172636_RA",6,"6","YES",4,4,"no","no"
"1148","maker_00168972_RA",6,"6","YES",3,3,"no","no"
"1634","maker_00170150_RH",3,"3","NO",7,8,"yes","no"
"6803","maker_00171132_RA",6,"6","YES",4,4,"no","no"
"435","maker_00167036_RA",6,"6","YES",5,5,"no","no"
"5840","maker_00168866_RA",4,"4","YES",4,4,"no","no"
"6162","maker_00169673_RA",6,"6","YES",5,5,"no","no"
"723","maker_00167824_RA",4,"4","YES",2,2,"no","no"
"2828","maker_00173114_RD",5,"5C","NO",3,3,"no","no"
"2293","maker_00171835_RA",6,"6","YES",2,2,"no","no"
"1702","maker_00170359_RA",6,"6","YES",2,2,"no","no"
"5351","maker_00167590_RA",6,"6","YES",10,10,"no","no"
"575","maker_00167474_RA",6,"6","YES",5,5,"no","no"
"7601","maker_00172771_RE",3,"3","NO",6,7,"yes","no"
"7752","maker_00173085_RA",1,"1","NO",4,4,"no","no"
"7175","maker_00172027_RB",1,"1","NO",7,10,"yes","no"
"1938","maker_00170935_RA",6,"6","YES",3,3,"no","no"
"1366","maker_00169533_RA",6,"6","YES",7,7,"no","no"
"1711","maker_00170389_RA",6,"6","YES",4,4,"no","no"
"1940","maker_00170941_RA",5,"5C","YES",3,3,"no","no"
"9843","maker_00234822_RA",6,"6","YES",2,2,"no","no"
"5380","maker_00167671_RA",6,"6","YES",1,1,"no","no"
"2391","maker_00172080_RA",1,"1","YES",13,13,"no","no"
"9885","maker_00234915_RA",4,"4","YES",3,3,"no","no"
"4291","maker_00175895_RA",5,"5C","YES",3,3,"no","no"
"8968","maker_00175396_RB",3,"3","NO",7,7,"no","no"
"4661","maker_00176642_RB",3,"3","NO",11,12,"yes","no"
"6506","maker_00170542_RA",6,"6","YES",2,2,"no","no"
"3824","maker_00174889_RA",6,"6","YES",3,3,"no","no"
"2215","maker_00171552_RE",3,"3","NO",18,20,"yes","no"
"8233","maker_00174026_RF",3,"3","NO",22,23,"yes","yes"
"397","maker_00166963_RA",6,"6","YES",3,3,"no","no"
"8220","maker_00174000_RF",5,"5C","NO",2,3,"yes","no"
"2973","maker_00173418_RC",3,"3","YES",6,6,"no","no"
"9791","maker_00176781_RA",6,"6","YES",1,1,"no","no"
"2212","maker_00171552_RB",3,"3","NO",22,29,"yes","no"
"7594","maker_00172762_RA",5,"5A","YES",3,3,"no","yes"
"9320","maker_00175926_RA",6,"6","YES",6,6,"no","no"
"7730","maker_00173047_RA",2,"2C","YES",1,2,"yes","no"
"6483","maker_00170464_RA",3,"3","YES",6,6,"no","no"
"5179","maker_00167125_RA",6,"6","YES",3,3,"no","no"
"939","maker_00168336_RA",6,"6","YES",6,6,"no","no"
"5668","maker_00168470_RA",6,"6","YES",4,4,"no","no"
"1979","maker_00171008_RA",6,"6","YES",5,5,"no","no"
"88","maker_00166193_RA",6,"6","YES",1,1,"no","no"
"6322","maker_00170071_RA",5,"5C","YES",2,2,"no","no"
"1098","maker_00168855_RA",6,"6","YES",2,2,"no","no"
"2622","maker_00172675_RA",4,"4","YES",2,2,"no","no"
"5658","maker_00168449_RA",4,"4","YES",1,1,"no","no"
"1119","maker_00168902_RA",6,"6","YES",5,5,"no","no"
"3687","maker_00174692_RF",3,"3","NO",10,10,"no","no"
"4043","maker_00175350_RB",3,"3","YES",9,11,"yes","no"
"5050","maker_00166666_RA",6,"6","YES",3,3,"no","no"
"6031","maker_00169330_RB",1,"1","YES",6,6,"no","no"
"8475","maker_00174448_RA",6,"6","YES",4,4,"no","no"
"1931","maker_00170918_RA",6,"6","YES",2,2,"no","no"
"6520","maker_00170574_RA",6,"6","YES",2,2,"no","no"
"8361","maker_00174312_RB",3,"3","YES",2,3,"yes","no"
"1859","maker_00170742_RA",6,"6","YES",5,5,"no","no"
"1506","maker_00169826_RA",6,"6","YES",2,2,"no","no"
"1128","maker_00168923_RA",6,"6","YES",1,1,"no","no"
"4999","maker_00166503_RA",4,"4","YES",2,2,"no","no"
"5564","maker_00168254_RA",6,"6","YES",14,14,"no","no"
"129","maker_00166301_RA",6,"6","YES",3,3,"no","no"
"4275","maker_00175857_RA",3,"3","YES",5,6,"yes","no"
"5408","maker_00167753_RA",6,"6","YES",5,5,"no","no"
"3278","maker_00173903_RG",3,"3","NO",1,6,"yes","no"
"3237","maker_00173843_RB",1,"1","NO",3,6,"yes","no"
"7341","maker_00172307_RD",3,"3","NO",3,5,"yes","no"
"2063","maker_00171232_RA",6,"6","YES",1,1,"no","no"
"5334","maker_00167517_RA",4,"4","YES",3,3,"no","no"
"8394","maker_00174358_RF",3,"3","NO",8,10,"yes","no"
"5732","maker_00168595_RA",6,"6","YES",3,3,"no","no"
"2599","maker_00172630_RA",6,"6","YES",2,2,"no","no"
"8336","maker_00174281_RB",3,"3","NO",3,4,"yes","no"
"2239","maker_00171630_RA",6,"6","YES",2,2,"no","no"
"2955","maker_00173391_RA",3,"3","YES",18,19,"yes","no"
"9297","maker_00175885_RE",3,"3","YES",12,14,"yes","no"
"1421","maker_00169633_RA",6,"6","YES",2,2,"no","no"
"7918","mikado.Super_Scaffold_1000004G3806.3",1,"1","NO",4,4,"no","no"
"6160","maker_00169668_RA",6,"6","YES",1,1,"no","no"
